Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,355631021931.621,408378204639.999,401945576107.963,407091920305.404,429457372071.869
Denmark,DNK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.71854591,10.74728584,9.4758625,9.41784573,..
Denmark,DNK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.68,1.72,1.55,1.5,..
Denmark,DNK,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.2,3.2,3.1,3,..
Denmark,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.420711974110097,1.85304543989681,7.69656699889264,3.30517811237605,1.37220049768919
Denmark,DNK,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Djibouti,DJI,"Population, total",SP.POP.TOTL,1105188,1121248,1137096,1152944,1168722
Djibouti,DJI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Djibouti,DJI,Agricultural land (sq. km),AG.LND.AGRI.K2,17038,17038,17038,17039,..
Djibouti,DJI,Land area (sq. km),AG.LND.TOTL.K2,23180,23180,23180,23180,..
Djibouti,DJI,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,3144136196.6228,3392796953.08939,3562814908.76149,3917150480.80981,4086402718.86834
Djibouti,DJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.32228446,2.88669515,2.49675012,..,..
Djibouti,DJI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.745,2.699,2.653,2.609,..
Djibouti,DJI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,48.8,47.3,45.9,44.4,..
Djibouti,DJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.77740783806177,1.18191775339798,5.17980847967062,1.49506816515083,2.07655387954205
Djibouti,DJI,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Dominica,DMA,"Population, total",SP.POP.TOTL,67573,67202,66826,66510,66205
Dominica,DMA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Dominica,DMA,Agricultural land (sq. km),AG.LND.AGRI.K2,250,250,250,250,..
Dominica,DMA,Land area (sq. km),AG.LND.TOTL.K2,750,750,750,750,..
Dominica,DMA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,528944444.444444,562911111.111111,623062962.962963,659311111.111111,688881481.481481
Dominica,DMA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.12651205,6.31661367,6.31969738,..,..
Dominica,DMA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.495,1.484,1.482,1.484,..
Dominica,DMA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,31.4,32.1,32.7,33.1,..
Dominica,DMA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.22026442242472,2.22891330700348,2.88490226829352,5.08677483158105,2.58973869112059
Dominica,DMA,Real interest rate (%),FR.INR.RINR,9.75369748314012,5.25737094850956,6.25878110064677,3.76764114160115,3.36937431731501
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,11008300,11123476,11230734,11331265,11427557
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.126,7.702,5.504,5.555,5.314
Dominican Republic,DOM,Agricultural land (sq. km),AG.LND.AGRI.K2,25219.321,25260.934,26361.485,26679.089,..
Dominican Republic,DOM,Land area (sq. km),AG.LND.TOTL.K2,48198.02,48198.02,48198.02,48198.02,..
Dominican Republic,DOM,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,78546672406.8291,94850719516.7127,113478087134.8,120456239153.739,124282245638.568
Dominican Republic,DOM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.93967104,4.91807747,4.57254791,..,..
Dominican Republic,DOM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.329,2.294,2.267,2.243,..
Dominican Republic,DOM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,30.4,29.8,29.1,28.4,..
Dominican Republic,DOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.78103179915515,8.2430034798181,8.81109209279586,4.78561281021137,3.30223338951224
Dominican Republic,DOM,Real interest rate (%),FR.INR.RINR,5.23918771907917,2.22649861934434,2.09839283957292,8.17430344772042,10.5296287637713
Ecuador,ECU,"Population, total",SP.POP.TOTL,17546065,17682454,17823897,17980083,18135478
Ecuador,ECU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.116,4.504,3.713,3.51,3.453
Ecuador,ECU,Agricultural land (sq. km),AG.LND.AGRI.K2,54200,54700,53480,53500,..
Ecuador,ECU,Land area (sq. km),AG.LND.TOTL.K2,248360,248360,248360,248360,..
Ecuador,ECU,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,95865473000,107179074000,116133121000,121147057000,124676074700
Ecuador,ECU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.6576252,8.20646191,7.53457022,..,..
Ecuador,ECU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.967,1.909,1.861,1.823,..
Ecuador,ECU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.5,11.3,11.2,11.1,..
Ecuador,ECU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.338872392562181,0.133251386096379,3.46616972213076,2.21568764237062,1.54732515615369
Ecuador,ECU,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,109315124,110957008,112618250,114535772,116538258
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.974,7.441,7.344,6.753,..
"Egypt, Arab Rep.",EGY,Agricultural land (sq. km),AG.LND.AGRI.K2,39710,40310,40580,40580,..
"Egypt, Arab Rep.",EGY,Land area (sq. km),AG.LND.TOTL.K2,995450,995450,995450,995450,..
"Egypt, Arab Rep.",EGY,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,383817841547.099,424671765455.704,476747720364.742,395926075163.006,389059911003.566
"Egypt, Arab Rep.",EGY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.15384626,4.60955143,4.70438385,..,..
"Egypt, Arab Rep.",EGY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.85,2.75,2.75,2.75,..
"Egypt, Arab Rep.",EGY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,17.8,17.2,16.7,16.1,..
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.04493288977539,5.21404940513041,13.8956609775178,33.8847763115546,28.2705899322083
"Egypt, Arab Rep.",EGY,Real interest rate (%),FR.INR.RINR,4.88781543334719,4.36620669870869,0.142669649458449,-5.64166240231384,-7.03099093860041
El Salvador,SLV,"Population, total",SP.POP.TOTL,6234673,6255782,6280319,6309624,6338193
El Salvador,SLV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.008,4.327,2.999,2.992,..
El Salvador,SLV,Agricultural land (sq. km),AG.LND.AGRI.K2,11957,11957,11957,11957,..
El Salvador,SLV,Land area (sq. km),AG.LND.TOTL.K2,20720,20720,20720,20720,..
El Salvador,SLV,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,24921190000,29043140000,31870120000,33853940000,35364960000
El Salvador,SLV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.95105076,10.12668991,9.84079742,..,..
El Salvador,SLV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.819,1.803,1.785,1.775,..
El Salvador,SLV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,10.2,9.8,9.5,9.2,..
El Salvador,SLV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.37159021232411,3.46692585313084,7.19861615609861,4.04554694222478,0.853782292567271
El Salvador,SLV,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,1716468,1758786,1803545,1847549,1892516
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Equatorial Guinea,GNQ,Agricultural land (sq. km),AG.LND.AGRI.K2,1049.2,1049.2,1049.2,1047.2,..
Equatorial Guinea,GNQ,Land area (sq. km),AG.LND.TOTL.K2,28050,28050,28050,28050,..
Equatorial Guinea,GNQ,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,9893816007.7398,12215878032.7166,13687643435.6249,12337550583.754,12765777677.0622
Equatorial Guinea,GNQ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.99582434,3.39468098,2.91350007,..,..
Equatorial Guinea,GNQ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.346,4.266,4.17,4.081,..
Equatorial Guinea,GNQ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,54.3,52.6,50.9,49.1,..
Equatorial Guinea,GNQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.76669523944226,-0.0971007664640153,4.78671704710806,2.85949506037317,2.92140227309108
Equatorial Guinea,GNQ,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,3291271,3350183,3409447,3470390,3535603
Eritrea,ERI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Eritrea,ERI,Agricultural land (sq. km),AG.LND.AGRI.K2,75920,75920,75920,75920,..
Eritrea,ERI,Land area (sq. km),AG.LND.TOTL.K2,121040.829,121178.2,121178.2,121178.2,..
Eritrea,ERI,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..
Eritrea,ERI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.31046677,4.17839003,3.87447667,..,..
Eritrea,ERI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.933,3.867,3.786,3.713,..
Eritrea,ERI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,27.9,27.2,26.4,25.5,..
Eritrea,ERI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
Eritrea,ERI,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Estonia,EST,"Population, total",SP.POP.TOTL,1329522,1330932,1348840,1370286,1371986
Estonia,EST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.956,6.178,5.571,6.378,7.499
Estonia,EST,Agricultural land (sq. km),AG.LND.AGRI.K2,9850,9870,9860,9880,..
Estonia,EST,Land area (sq. km),AG.LND.TOTL.K2,42750,42750,42730,42730,..
Estonia,EST,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,31820771493.8974,37204563051.4723,38376046174.971,41291245222.1948,42764929169.3258
Estonia,EST,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.57906437,7.47860336,6.98701143,..,..
Estonia,EST,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.58,1.61,1.41,1.31,..
Estonia,EST,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1.8,1.8,1.7,1.6,..
Estonia,EST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.444531097679813,4.65316673847475,19.3982634080616,9.15922507983982,3.52056053296582
Estonia,EST,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Eswatini,SWZ,"Population, total",SP.POP.TOTL,1192729,1206593,1218917,1230506,1242822
Eswatini,SWZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,34.153,..,34.61,..
Eswatini,SWZ,Agricultural land (sq. km),AG.LND.AGRI.K2,11950,11950,11950,11950,..
Eswatini,SWZ,Land area (sq. km),AG.LND.TOTL.K2,17200,17200,17200,17200,..
Eswatini,SWZ,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,4120621324.89015,4785708165.93031,4741163884.9523,4604172127.36299,4891883720.15742
Eswatini,SWZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.07603502,7.38329172,7.2226615,..,..
Eswatini,SWZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.888,2.841,2.801,2.753,..
Eswatini,SWZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,47.1,45.8,44.6,43.5,..
Eswatini,SWZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
Eswatini,SWZ,Real interest rate (%),FR.INR.RINR,3.100187119999,6.41581527362403,0.059364429186602,4.68250348998864,7.90435665937083
Ethiopia,ETH,"Population, total",SP.POP.TOTL,118917671,122138588,125384287,128691692,132059767
Ethiopia,ETH,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,3.935,..,..,..
Ethiopia,ETH,Agricultural land (sq. km),AG.LND.AGRI.K2,384761,387703.41,384569.33,384569.33,..
Ethiopia,ETH,Land area (sq. km),AG.LND.TOTL.K2,1128571.4,1128505.6,1128498.8,1128498.8,..
Ethiopia,ETH,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,107657732424.155,111261888668.864,126772707851.339,..,..
Ethiopia,ETH,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.48096275,3.2075386,2.85274577,..,..
Ethiopia,ETH,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.274,4.177,4.082,3.989,..
Ethiopia,ETH,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,39.6,38.3,37,35.7,..
Ethiopia,ETH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,20.3563468559061,26.8395221557722,33.8898797100898,30.2188278135278,21.0377460577711
Ethiopia,ETH,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,52567,53305,53927,54439,54719
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Faroe Islands,FRO,Agricultural land (sq. km),AG.LND.AGRI.K2,960.7,960.7,960,960.7,..
Faroe Islands,FRO,Land area (sq. km),AG.LND.TOTL.K2,1366,1370,1370,1370,..
Faroe Islands,FRO,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,3271813311.5831,3664686796.62669,3566698397.6602,3907323961.33964,..
Faroe Islands,FRO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
Faroe Islands,FRO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.3498,2.325,2.0713,1.8586,..
Faroe Islands,FRO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..
Faroe Islands,FRO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
Faroe Islands,FRO,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Fiji,FJI,"Population, total",SP.POP.TOTL,914963,916711,919422,924145,928784
Fiji,FJI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,5.361
Fiji,FJI,Agricultural land (sq. km),AG.LND.AGRI.K2,3116,3116,3116,3116,..
Fiji,FJI,Land area (sq. km),AG.LND.TOTL.K2,18270,18270,18270,18270,..
Fiji,FJI,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,4432466219.87685,4305031649.74189,4969503549.32096,5442046552.96928,5840564072.77313
Fiji,FJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.28987408,7.06084681,4.00910091,3.57928777,..
Fiji,FJI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.357,2.332,2.305,2.281,..
Fiji,FJI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,21.9,22.9,23.5,23.8,..
Fiji,FJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-2.59524325887374,0.155855722131513,4.52019266394958,2.14817440623892,4.51138256524156
Fiji,FJI,Real interest rate (%),FR.INR.RINR,7.78440113806647,8.67345273418793,2.91260463973066,0.836818946839108,0.396671502106195
Finland,FIN,"Population, total",SP.POP.TOTL,5529543,5541017,5556106,5583911,5637214
Finland,FIN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.759,7.617,6.719,7.149,8.336
Finland,FIN,Agricultural land (sq. km),AG.LND.AGRI.K2,22700,22680,22660,22620,..
Finland,FIN,Land area (sq. km),AG.LND.TOTL.K2,303940,303947.7,303947.7,303960,..
Finland,FIN,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,270000311606.226,294223210496.119,280253099309.34,294950618733.339,299835625550.781
Finland,FIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.63249588,9.83458328,9.6589222,..,..
Finland,FIN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.37,1.46,1.32,1.26,..
Finland,FIN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1.8,1.8,1.8,1.8,..
Finland,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.290554555653304,2.19457432340004,7.12350773301401,6.25064322154762,1.5656890623162
Finland,FIN,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
France,FRA,"Population, total",SP.POP.TOTL,67601110,67842811,68065015,68287487,68516699
France,FRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.009,7.871,7.303,7.335,7.388
France,FRA,Agricultural land (sq. km),AG.LND.AGRI.K2,284186.56,284251.539,283885.926,282972.45,..
France,FRA,Land area (sq. km),AG.LND.TOTL.K2,538950,538950,538950,538950,..
France,FRA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2647926055110.05,2966433692008.09,2796302210398.84,3051831611384.76,3162079073495.78
France,FRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.07226849,12.29229355,11.8819046,..,..
France,FRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.83,1.84,1.79,1.66,..
France,FRA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.3,3.4,3.4,3.4,..
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.476498852725014,1.64233141038393,5.22236748369736,4.87835726508438,1.99904942291464
France,FRA,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
French Polynesia,PYF,"Population, total",SP.POP.TOTL,279209,279792,280378,281118,281807
French Polynesia,PYF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
French Polynesia,PYF,Agricultural land (sq. km),AG.LND.AGRI.K2,315.366,310.461,305.555,300.65,..
French Polynesia,PYF,Land area (sq. km),AG.LND.TOTL.K2,3471,3471,3471,3471,..
French Polynesia,PYF,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,5574821989.38239,6150640646.38319,5814661208.90544,6402221222.32749,..
French Polynesia,PYF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
French Polynesia,PYF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.57,1.532,1.515,1.501,..
French Polynesia,PYF,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..
French Polynesia,PYF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
French Polynesia,PYF,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Gabon,GAB,"Population, total",SP.POP.TOTL,2322539,2376722,2430747,2484789,2538952
Gabon,GAB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Gabon,GAB,Agricultural land (sq. km),AG.LND.AGRI.K2,21532.36,21532.36,21532.36,21532.36,..
Gabon,GAB,Land area (sq. km),AG.LND.TOTL.K2,257670,257670,257670,257670,..
Gabon,GAB,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,15342236163.9943,19444935097.2333,20440655695.229,20055720403.471,20867044935.6729
Gabon,GAB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.41717625,2.69024062,2.85591531,..,..
Gabon,GAB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.831,3.776,3.712,3.647,..
Gabon,GAB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,28.5,28.1,27.2,26.5,..
Gabon,GAB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.35276110675338,1.08690746519409,4.23124798274575,3.62901534185377,1.17311998381216
Gabon,GAB,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2515733,2576010,2636470,2697845,2759988
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,6.479,..
"Gambia, The",GMB,Agricultural land (sq. km),AG.LND.AGRI.K2,6340,6340,6340,6340,..
"Gambia, The",GMB,Land area (sq. km),AG.LND.TOTL.K2,10120,10120,10120,10120,..
"Gambia, The",GMB,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1812170891.19069,2014158842.14596,2204734527.12734,2396111020.8801,2507519958.34857
"Gambia, The",GMB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.72824264,3.19251013,3.41435836,..,..
"Gambia, The",GMB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.248,4.165,4.078,4.006,..
"Gambia, The",GMB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,37.2,36,34.9,33.8,..
"Gambia, The",GMB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.93127636562442,7.37034758876617,11.5131198380505,16.9742129632327,11.5610532897511
"Gambia, The",GMB,Real interest rate (%),FR.INR.RINR,25.2583956439869,11.2848180137213,9.35783670888042,4.45329653644134,..
Georgia,GEO,"Population, total",SP.POP.TOTL,3722716,3708610,3712502,3715483,3673850
Georgia,GEO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.734,..,..,..,..
Georgia,GEO,Agricultural land (sq. km),AG.LND.AGRI.K2,23779,23799,23839,23719,..
Georgia,GEO,Land area (sq. km),AG.LND.TOTL.K2,69490,69490,69490,69490,..
Georgia,GEO,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,16010869215.68,18853115588.8106,24984568959.605,30777833600.6515,33776141250.5716
Georgia,GEO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.34160137,8.3153286,7.25569582,..,..
Georgia,GEO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.976,1.98,1.82,1.81,..
Georgia,GEO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8.2,8.2,8.1,8,..
Georgia,GEO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.2024648897534,9.56691433824769,11.8981654203198,2.48776056578715,1.10971758022096
Georgia,GEO,Real interest rate (%),FR.INR.RINR,4.63543510413947,2.06923029310572,5.10459321971571,10.2601218557843,7.90954779207061
Germany,DEU,"Population, total",SP.POP.TOTL,83160871,83196078,83797985,83901923,83510950
Germany,DEU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.881,3.594,3.137,3.071,3.372
Germany,DEU,Agricultural land (sq. km),AG.LND.AGRI.K2,165950,165910,165950,165860,..
Germany,DEU,Land area (sq. km),AG.LND.TOTL.K2,349390,349390,349360,349430,..
Germany,DEU,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,3940142541354.1,4348297440387.53,4163596357879.39,4525703903627.53,4659929336890.62
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.6902256,12.90171242,12.60513115,11.79903221,..
Germany,DEU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.53,1.58,1.455,1.39,..
Germany,DEU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.1,3.1,3.1,3.1,..
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.144877925813963,3.0666666666667,6.87257438551096,5.94643667725828,2.25649814338757
Germany,DEU,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
Ghana,GHA,"Population, total",SP.POP.TOTL,31887809,32518665,33149152,33787914,34427414
Ghana,GHA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,3.195,2.87,..,..
Ghana,GHA,Agricultural land (sq. km),AG.LND.AGRI.K2,126037.4,126037.4,126037.4,126037.4,..
Ghana,GHA,Land area (sq. km),AG.LND.TOTL.K2,227530,227533,227533,227533,..
Ghana,GHA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,70008243859.8666,79514204730.3979,73919003209.9866,80547146878.3843,82825288888.9734
Ghana,GHA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.4331708,3.86030865,3.6993649,..,..
Ghana,GHA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.541,3.492,3.434,3.397,..
Ghana,GHA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,31.4,30.2,29.2,28.2,..
Ghana,GHA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.88728956269943,9.97108867504442,31.2558951049016,38.1069656296501,22.8483281157842
Ghana,GHA,Real interest rate (%),FR.INR.RINR,..,..,..,..,..
